,airport-id,latitude,longitude,City,State,AirportName
3006,MLB,28.1027,-80.6295,Melbourne, FL, Melbourne International
3007,MLC,34.8822,-95.7833,McAlester, OK, McAlester Regional
3008,MLD,42.1667,-112.2967,Malad City, ID, Malad City Airport
3010,MLF,38.4266,-113.0125,Milford, UT, Milford Municipal/Ben and Judy Briscoe Field
3013,MLI,41.4485,-90.5075,Moline, IL, Quad City International
3014,MLL,61.8833,-162.0667,Marshall, AK, Marshall Don Hunter Sr.
3019,MLS,46.4281,-105.8856,Miles City, MT, Frank Wiley Field
3020,MLT,45.6483,-68.685,Millinocket, ME, Millinocket Municipal
3021,MLU,32.5117,-92.0383,Monroe, LA, Monroe Regional
3024,MLY,64.9976,-150.6441,Manley Hot Springs, AK, Manley Hot Springs Airport
3030,MMH,37.624,-118.8378,Mammoth Lakes, CA, Mammoth Lakes Airport
3035,MMT,33.9208,-80.8011,Columbia, SC, McEntire Jngb
3036,MMU,40.7992,-74.415,Morristown, NJ, Morristown Municipal
3053,MNT,65.1437,-149.37,Minto, AK, Minto Al Wright
3058,MOB,30.6912,-88.2428,Mobile, AL, Mobile Regional
3060,MOD,37.6167,-120.95,Modesto, CA, Modesto City-County-Harry Sham Field
3069,MOT,48.2594,-101.2803,Minot, ND, Minot International
3070,MOU,62.0954,-163.6821,Mountain Village, AK, Mountain Village Airport
3081,MPV,44.2035,-72.5623,Montpelier/Barre, VT, Edward F Knapp State
3083,MQB,40.5203,-90.6522,Macomb, IL, Macomb Municipal
3086,MQJ,66.4558,143.2531,Indianapolis, IN, Indianapolis Regional
3093,MQT,46.3536,-87.3954,Marquette, MI, Sawyer International
3096,MQY,36.009,-86.52,Smyrna, TN, Smyrna Airport
3099,MRB,39.4019,-77.9844,Martinsburg, WV, Eastern WV Regional/Shepherd Field
3112,MRY,36.587,-121.8429,Monterey, CA, Monterey Regional
3117,MSL,34.7453,-87.6103,Muscle Shoals, AL, Northwest Alabama Regional
3118,MSN,43.1399,-89.3375,Madison, WI, Dane County Regional-Truax Field
3119,MSO,46.9163,-114.0906,Missoula, MT, Missoula International
3120,MSP,44.882,-93.2218,Minneapolis, MN, Minneapolis-St Paul International
3123,MSS,44.9358,-74.8456,Massena, NY, Massena International-Richards Field
3127,MSY,29.9934,-90.258,New Orleans, LA, Louis Armstrong New Orleans International
3130,MTH,24.7262,-81.0514,Marathon, FL, The Florida Keys Marathon International
3131,MTJ,38.5098,-107.8942,Montrose/Delta, CO, Montrose Regional
3133,MTM,55.131,-131.5781,Metlakatla, AK, Metlakatala
3134,MTN,39.3256,-76.4139,Baltimore, MD, Martin State
3135,MTP,41.0765,-71.9208,Montauk Point, NY, Sky Portal
3145,MUE,20.0013,-155.6681,Kamuela, HI, Waimea-Kohala
3149,MUO,43.0435,-115.8726,Mountain Home, ID, Mountain Home AFB
3162,MVY,41.393,-70.6143,Martha's Vineyard, MA, Martha's Vineyard Airport
3164,MWA,37.755,-89.0111,Marion/Herrin, IL, Williamson County Regional
3167,MWH,47.2077,-119.3202,Moses Lake, WA, Grant County International
3169,MWL,32.7817,-98.0603,Mineral Wells, TX, Mineral Wells Airport
3173,MXF,32.4639,-86.3661,Montgomery, AL, Maxwell AFB
3191,MYL,44.8897,-116.1014,McCall, ID, McCall Municipal
3195,MYR,33.6797,-78.9283,Myrtle Beach, SC, Myrtle Beach International
3197,MYU,60.3714,-166.2706,Mekoryuk, AK, Mekoryuk Airport
3198,MYV,39.0983,-121.57,Marysville, CA, Yuba County
3206,MZJ,32.5098,-111.3253,Marana, AZ, Pinal Airpark
3238,NBG,29.8253,-90.035,New Orleans, LA, New Orleans NAS JRB
3264,NEW,30.0424,-90.0283,New Orleans, LA, Lakefront
3265,NFL,39.4166,-118.701,Fallon, NV, Fallon NAS
3271,NGF,21.4517,-157.77,Kaneohe, HI, Kaneohe Bay MCAS
3276,NGP,27.6931,-97.2914,Corpus Christi, TX, Corpus Christi NAS
3279,NGU,36.9377,-76.2893,Norfolk, VA, Norfolk NS
3280,NGZ,37.79,-122.325,Alameda, CA, Alameda NAS
3285,NHZ,43.8917,-69.9425,Brunswick, ME, Brunswick Executive
3286,NIB,63.0186,-154.3584,Nikolai, AK, Nikolai Airport
3291,NIN,60.0202,-151.5894,Ninilchik, AK, Ninilchik Airport
3292,NIP,30.235,-81.6767,Jacksonville, FL, Jacksonville NAS
3299,NJK,32.8292,-115.6717,El Centro, CA, El Centro NAF
3302,NKI,55.85,-133.183,Naukiti, AK, Naukiti Airport
3306,NKX,32.8684,-117.1425,San Diego, CA, Miramar MCAS
3310,NLG,56.0075,-161.1604,Nelson Lagoon, AK, Nelson Lagoon Airport
3316,NME,60.471,-164.7008,Nightmute, AK, Nightmute Airport
3321,NNL,59.9802,-154.8392,Nondalton, AK, Nondalton Airport
3337,NPA,30.3533,-87.32,Pensacola, FL, Pensacola NAS
3342,NQX,24.5817,-81.6928,Key West, FL, Key West NAS
3350,NRR,18.25,-65.6333,Ceiba, PR, Roosevelt Roads NAS
3362,NTD,34.1203,-119.121,Port Hueneme, CA, Point Mugu NAS
3376,NUI,70.21,-151.0055,Nuiqsut, AK, Nuiqsut Airport
3378,NUL,64.7293,-158.0742,Nulato, AK, Nulato Airport
3379,NUP,60.9058,-162.4391,Nunapitchuk, AK, Nunapitchuk Airport
3380,NUQ,37.4161,-122.0491,Mountain View, CA, Moffett Federal Airfield
3383,NUW,48.3518,-122.6559,Whidbey Island, WA, Whidbey Island NAS
3407,NZW,42.165,-70.94,South Weymouth, MA, South Weymouth NAS
3408,NZY,32.6992,-117.2153,San Diego, CA, North Island NAS
3411,OAJ,34.8292,-77.6121,Jacksonville/Camp Lejeune, NC, Albert J Ellis
3412,OAK,37.7213,-122.2207,Oakland, CA, Metropolitan Oakland International
3422,OBU,66.9123,-156.8973,Kobuk, AK, Kobuk Airport
3434,ODW,48.2515,-122.6737,Oak Harbor, WA, A.J. Eisenberg
3439,OFF,41.1183,-95.9125,Omaha, NE, Offutt AFB
3440,OFK,41.9856,-97.4353,Norfolk, NE, Norfolk Regional/Karl Stefan Memorial Field
3441,OGD,41.1961,-112.0122,Ogden, UT, Ogden-Hinckley
3442,OGG,20.8987,-156.4305,Kahului, HI, Kahului Airport
3446,OGS,44.6819,-75.4656,Ogdensburg, NY, Ogdensburg International
3462,OKC,35.3931,-97.6007,Oklahoma City, OK, Will Rogers World
3477,OLF,48.0944,-105.5917,Wolf Point, MT, L. M. Clayton
3478,OLH,57.2181,-153.2697,Old Harbor, AK, Old Harbor Airport
3482,OLM,46.9694,-122.9025,Olympia, WA, Olympia Regional
3484,OLS,31.4178,-110.8478,Nogales, AZ, Nogales International
3485,OLV,34.9789,-89.7869,Olive Branch, MS, Olive Branch Airport
3489,OMA,41.3032,-95.8941,Omaha, NE, Eppley Airfield
3493,OME,64.5122,-165.4452,Nome, AK, Nome Airport
3499,ONA,47.0944,-114.3968,Winona, MN, Winona Municipal/Max Conrad Field
3504,ONL,42.4697,-98.6881,O'Neill, NE, The O'Neill Municipal-John L. Baker Field
3505,ONP,44.5804,-124.0579,Newport, OR, Newport Municipal
3508,ONT,34.056,-117.6012,Ontario, CA, Ontario International
3510,OOK,60.5414,-165.0872,Toksook, AK, Toksook Bay
3513,OPF,25.9067,-80.2783,Miami, FL, Opa-locka Executive
3520,ORD,41.9786,-87.9048,Chicago, IL, Chicago O'Hare International
3522,ORF,36.8946,-76.2012,Norfolk, VA, Norfolk International
3524,ORH,42.2667,-71.875,Worcester, MA, Worcester Regional
3525,ORI,57.8854,-152.8461,Port Lions, AK, Port Lions Airport
3527,ORL,28.5455,-81.3329,Orlando, FL, Executive
3530,ORT,62.9613,-141.9292,Northway, AK, Northway Airport
3532,ORV,66.8175,-161.0223,Noorvik, AK, Robert/Bob/Curtis Memorial
3536,OSC,44.4515,-83.394,Oscoda, MI, Oscoda-Wurtsmith
3538,OSH,43.9844,-88.5571,Oshkosh, WI, Wittman Regional
3553,OTH,43.4171,-124.246,North Bend/Coos Bay, OR, Southwest Oregon Regional
3555,OTM,41.1066,-92.4479,Ottumwa, IA, Ottumwa Regional
3558,OTZ,66.8847,-162.5985,Kotzebue, AK, Ralph Wien Memorial
3572,OWB,37.7401,-87.1668,Owensboro, KY, Owensboro Daviess County
3575,OXR,34.2008,-119.2072,Oxnard/Ventura, CA, Oxnard
3589,PAE,47.9063,-122.2816,Everett, WA, Snohomish County
3592,PAH,37.0603,-88.773,Paducah, KY, Barkley Regional
3595,PAK,15.1333,105.7833,Hanapepe, HI, Port Allen
3597,PAM,30.07,-85.5765,Panama City, FL, Tyndall AFB
3607,PBF,34.1731,-91.9356,Pine Bluff, AR, Grider Field
3608,PBG,44.6509,-73.4681,Plattsburgh, NY, Plattsburgh International
3610,PBI,26.6832,-80.0956,West Palm Beach/Palm Beach, FL, Palm Beach International
3620,PCA,58.9065,-157.7141,Portage Creek, AK, Portage Creek Airport
3621,PCE,57.1539,-157.3969,Painter Creek, AK, Painter Creek Airport
3629,PDB,59.7896,-154.1238,Pedro Bay, AK, Pedro Bay Airport
3632,PDK,33.8756,-84.302,Atlanta, GA, Dekalb Peachtree
3636,PDT,45.6951,-118.8414,Pendleton, OR, Eastern Oregon Regional at Pendleton
3638,PDX,45.5887,-122.5975,Portland, OR, Portland International
3639,PEC,57.9552,-136.2363,Pelican, AK, Pelican Seaplane Base
3656,PFN,30.2121,-85.6828,Panama City, FL, Bay County
3660,PGA,36.9261,-111.4484,Page, AZ, Page Municipal
3661,PGD,26.9196,-81.9906,Punta Gorda, FL, Punta Gorda Airport
3666,PGM,59.3483,-151.8315,Port Graham, AK, Port Graham Airport
3668,PGV,35.6352,-77.3853,Greenville, NC, Pitt Greenville
3674,PHF,37.1319,-76.493,Newport News/Williamsburg, VA, Newport News/Williamsburg International
3677,PHL,39.8719,-75.2411,Philadelphia, PA, Philadelphia International
3678,PHN,42.911,-82.5289,Port Huron, MI, St. Clair County International
3679,PHO,68.3488,-166.7994,Point Hope, AK, Point Hope Airport
3684,PHT,39.7002,-87.6696,Paris, TN, Henry County
3686,PHX,33.4342,-112.0115,Phoenix, AZ, Phoenix Sky Harbor International
3687,PIA,40.6642,-89.6933,Peoria, IL, General Downing - Peoria International
3688,PIB,31.4671,-89.3371,Hattiesburg/Laurel, MS, Hattiesburg-Laurel Regional
3689,PIE,27.9101,-82.6873,St. Petersburg, FL, St Pete Clearwater International
3691,PIH,42.9098,-112.5959,Pocatello, ID, Pocatello Regional
3695,PIP,57.5804,-157.572,Pilot Point, AK, Pilot Point Airport
3696,PIR,44.3827,-100.286,Pierre, SD, Pierre Regional
3698,PIT,40.4915,-80.2329,Pittsburgh, PA, Pittsburgh International
3702,PIZ,69.7329,-163.0053,Point Lay, AK, Point Lay LRRS
3707,PKA,60.7029,-161.7783,Napaskiak, AK, Napaskiak Airport
3708,PKB,39.3451,-81.4392,Parkersburg, WV, Mid-Ohio Valley Regional
3710,PKD,46.9006,-95.0731,Park Rapids, MN, Park Rapids Municipal-Konshok Field
3723,PLB,44.6875,-73.5245,Plattsburgh, NY, Clinton County
3730,PLN,45.5709,-84.7967,Pellston, MI, Pellston Regional Airport of Emmet County
3740,PMD,34.6294,-118.0846,Palmdale, CA, Palmdale USAF Plant 42
3745,PML,56.006,-160.5608,Port Moller, AK, Port Moller Airport
3755,PNC,36.732,-97.0998,Ponca City, OK, Ponca City Regional
3757,PNE,40.0819,-75.0106,Philadelphia, PA, Northeast Philadelphia
3766,PNS,30.4734,-87.1864,Pensacola, FL, Pensacola International
3771,POB,35.1708,-79.0145,Fayetteville, NC, Pope AAF
3772,POD,16.683,-14.967,Port Frederick, AK, Port Frederick Airport
3773,POF,36.7739,-90.3248,Poplar Bluff, MO, Hayes Field
3784,POU,41.6266,-73.8842,Poughkeepsie, NY, Dutchess County
3790,PPG,-14.331,-170.7094,Pago Pago, TT, Pago Pago International
3799,PPV,56.3288,-133.6101,Port Protection, AK, Port Protection Airport
3803,PQI,46.6883,-68.045,Presque Isle/Houlton, ME, Northern Maine Regional at Presque Isle
3806,PQS,61.9346,-162.8996,Pilot Station, AK, Pilot Station Airport
3809,PRB,35.6729,-120.6271,Paso Robles, CA, Paso Robles Municipal
3810,PRC,34.6545,-112.4196,Prescott, AZ, Ernest A. Love Field
3822,PSC,46.2646,-119.119,Pasco/Kennewick/Richland, WA, Tri Cities
3824,PSE,18.0083,-66.563,Ponce, PR, Mercedita
3825,PSF,39.6389,-90.7784,Pittsfield, MA, Pittsfield Municipal
3826,PSG,56.8017,-132.9453,Petersburg, AK, Petersburg James A Johnson
3830,PSM,43.078,-70.8233,Portsmouth, NH, Portsmouth International at Pease
3832,PSP,33.8296,-116.5067,Palm Springs, CA, Palm Springs International
3837,PSX,28.7275,-96.251,Palacios, TX, Palacios Municipal
3839,PTA,60.2043,-154.3189,Port Alsworth, AK, Port Alsworth Airport
3842,PTH,56.9591,-158.6334,Port Heiden, AK, Port Heiden Airport
3844,PTK,42.6655,-83.4201,Pontiac, MI, Oakland County International
3848,PTU,59.0114,-161.8197,Platinum, AK, Platinum Airport
3852,PUB,38.29,-104.4967,Pueblo, CO, Pueblo Memorial
3853,PUC,39.6139,-110.7514,Price, UT, Carbon County Regional/Buck Davis Field
3865,PUW,46.7439,-117.1096,Pullman, WA, Pullman Moscow Regional
3869,PVC,42.072,-70.2214,Provincetown, MA, Provincetown Municipal
3870,PVD,41.724,-71.4282,Providence, RI, Theodore Francis Green State
3878,PVU,40.2192,-111.7234,Provo, UT, Provo Municipal
3879,PWA,35.5342,-97.6471,Oklahoma City, OK, Wiley Post
3881,PWK,42.1142,-87.9015,Chicago, IL, Chicago Executive
3882,PWM,43.6462,-70.3093,Portland, ME, Portland International Jetport
3901,QAK,-21.2642,-43.7628,Port Clinton, OH, Erie Ottawa International
3905,QAS,36.2167,1.3333,Houston, TX, Astrodomain Helipad
3909,QBX,-3.6781,-40.3364,Abilene, KS, Abilene Airport
3923,QFX,60.9908,-45.4219,Avalon, CA, Camp Fox
3966,QQC,32.62,51.6903,Nimiuk Point, AK, Nimiuk Point Airport
3969,QQQ,65.8753,20.15,Grass Valley, CA, Nevada County Air Park
4009,RAL,33.9517,-117.445,Riverside, CA, Riverside Municipal
4011,RAP,44.0453,-103.0575,Rapid City, SD, Rapid City Regional
4017,RBB,-4.4083,-59.5972,Ugashik, AK, Randy Field
4018,RBH,58.55,-155.8,Brooks Lodge, AK, Brooks Lodge Airport
4019,RBL,40.1506,-122.2523,Red Bluff, CA, Red Bluff Municipal
4025,RBY,64.7272,-155.4699,Ruby, AK, Ruby Airport
4026,RCA,44.145,-103.1034,Rapid City, SD, Ellsworth AFB
4028,RCE,48.6123,-123.1385,Roche Harbor, WA, Roche Harbor Airport
4038,RDD,40.509,-122.2934,Redding, CA, Redding Municipal
4039,RDG,40.3785,-75.9652,Reading, PA, Reading Regional/Carl A Spaatz Field
4040,RDM,44.2541,-121.15,Bend/Redmond, OR, Roberts Field
4044,RDR,47.9611,-97.4011,Red River, ND, Grand Forks AFB
4045,RDU,35.8777,-78.7875,Raleigh/Durham, NC, Raleigh-Durham International
4046,RDV,61.7881,-157.3503,Red Devil, AK, Red Devil Airport
4049,REB,53.3086,12.7536,Redlands, CA, Redlands Municipal
4061,RFD,42.1954,-89.0972,Rockford, IL, Chicago/Rockford International
4072,RHI,45.6312,-89.4675,Rhinelander, WI, Rhinelander/Oneida County
4077,RIC,37.5052,-77.3197,Richmond, VA, Richmond International
4082,RIV,33.88,-117.26,Riverside, CA, March ARB
4083,RIW,43.0642,-108.4598,Riverton/Lander, WY, Riverton Regional
4094,RKD,44.0601,-69.0992,Rockland, ME, Knox County Regional
4096,RKS,41.5942,-109.0652,Rock Springs, WY, Rock Springs Sweetwater County
4100,RLA,38.1274,-91.7695,Rolla, MO, Rolla Downtown
4105,RME,43.2338,-75.407,Rome, NY, Griffiss International
4107,RMG,34.3506,-85.158,Rome, GA, Richard B Russell Regional J H Towers Field
4111,RMP,65.5079,-150.1408,Rampart, AK, Rampart Airport
4118,RND,29.5297,-98.2787,San Antonio, TX, Randolph AFB
4124,RNO,39.4991,-119.7681,Reno, NV, Reno/Tahoe International
4127,RNT,47.4933,-122.215,Renton, WA, Renton Municipal
4128,ROA,37.3255,-79.9754,Roanoke, VA, Roanoke Blacksburg Regional Woodrum Field
4130,ROC,43.1189,-77.6724,Rochester, NY, Greater Rochester International
4135,ROP,14.1743,145.2425,Rota, TT, Benjamin Taisacan Manglona International
4140,ROW,33.3016,-104.5306,Roswell, NM, Roswell International Air Center
4144,RQE,35.6521,-109.0674,Prosser, WA, Prosser Airport
4151,RSH,61.7749,-161.3194,Russian Mission, AK, Russian Mission Airport
4152,RSJ,48.6457,-122.868,Rosario, WA, Rosario Seaplane Base
4153,RSL,38.8721,-98.8118,Russell, KS, Russell Municipal
4155,RST,43.9083,-92.5,Rochester, MN, Rochester International
4157,RSW,26.5362,-81.7552,Fort Myers, FL, Southwest Florida International
4169,RUI,33.4629,-105.5348,Ruidoso, NM, Sierra Blanca Regional
4176,RUT,43.5299,-72.9496,Rutland, VT, Rutland - Southern Vermont Regional
4182,RVS,36.0396,-95.9846,Tulsa, OK, Richard Lloyd Jones Jr.
4187,RWI,35.8563,-77.8919,Rocky Mount, NC, Rocky Mount-Wilson Regional
4188,RWL,41.8056,-107.1999,Rawlins, WY, Rawlins Municipal/Harvey Field
4200,SAC,38.5125,-121.4935,Sacramento, CA, Sacramento Executive
4201,SAD,32.8533,-109.635,Safford, AZ, Safford Regional
4203,SAF,35.6171,-106.0894,Santa Fe, NM, Santa Fe Municipal
4204,SAG,19.4119,74.2244,Sagwon, AK, Sagwon Airport
4208,SAN,32.7336,-117.1897,San Diego, CA, San Diego International
4212,SAT,29.5337,-98.4698,San Antonio, TX, San Antonio International
4213,SAV,32.1277,-81.2021,Savannah, GA, Savannah/Hilton Head International
4217,SBA,34.425,-119.84,Santa Barbara, CA, Santa Barbara Municipal
4218,SBD,34.0956,-117.2344,San Bernardino, CA, San Bernardino International
4225,SBN,41.7086,-86.3172,South Bend, IN, South Bend International
4226,SBP,35.2368,-120.6418,San Luis Obispo, CA, San Luis County Regional
4229,SBT,71.139,72.038,San Bernardino, CA, Tri-City
4232,SBY,38.34,-75.51,Salisbury, MD, Salisbury-Ocean City/Wicomico Regional
4234,SCC,70.1948,-148.4652,Deadhorse, AK, Deadhorse Airport
4235,SCE,40.8493,-77.8487,State College, PA, University Park
4236,SCH,42.8533,-73.9322,Schenectady, NY, Schenectady County
4238,SCK,37.8942,-121.2383,Stockton, CA, Stockton Metropolitan
4240,SCM,61.8453,-165.5713,Scammon Bay, AK, Scammon Bay Airport
4256,SDF,38.1744,-85.736,Louisville, KY, Louisville International-Standiford Field
4261,SDM,32.5723,-116.9802,San Diego, CA, Brown Field Municipal
4263,SDP,55.3137,-160.5214,Sandpoint, AK, Sand Point
4269,SDY,47.7069,-104.1926,Sidney, MT, Sidney/Richland Municipal
4270,SEA,47.449,-122.3093,Seattle, WA, Seattle/Tacoma International
4277,SFB,28.7776,-81.2375,Sanford, FL, Orlando Sanford International
4280,SFF,47.6828,-117.3226,Spokane, WA, Felts Field
4287,SFO,37.6189,-122.3749,San Francisco, CA, San Francisco International
4294,SGF,37.2443,-93.3886,Springfield, MO, Springfield-Branson National
4300,SGU,37.0906,-113.5931,St. George, UT, St George Regional
4303,SGY,59.46,-135.3157,Skagway, AK, Skagway Airport
4308,SHD,38.2638,-78.8964,Staunton, VA, Shenandoah Valley Regional
4311,SHG,66.8881,-157.1624,Shungnak, AK, Shungnak Airport
4312,SHH,66.2496,-166.0893,Shishmaref, AK, Shishmaref Airport
4317,SHN,47.2336,-123.1476,Shelton, WA, Sanderson Field
4320,SHR,44.7692,-106.9803,Sheridan, WY, Sheridan County
4322,SHV,32.4466,-93.8256,Shreveport, LA, Shreveport Regional
4324,SHX,62.6923,-159.5692,Shageluk, AK, Shageluk Airport
4330,SIG,18.4568,-66.0981,San Juan, PR, Isla Grande
4337,SIT,57.0472,-135.3617,Sitka, AK, Sitka Rocky Gutierrez
4339,SJC,37.3627,-121.9291,San Jose, CA, Norman Y. Mineta San Jose International
4346,SJN,34.5186,-109.3788,St. Johns, AZ, St. Johns Industrial Air Park
4349,SJT,31.3577,-100.4963,San Angelo, TX, San Angelo Regional/Mathis Field
4350,SJU,18.4393,-66.0018,San Juan, PR, Luis Munoz Marin International
4354,SKA,47.6151,-117.6558,Spokane, WA, Fairchild AFB
4359,SKF,29.3842,-98.5811,San Antonio, TX, Kelly Field
4362,SKK,64.3711,-161.224,Shaktoolik, AK, Shaktoolik Airport
4373,SLC,40.7884,-111.9778,Salt Lake City, UT, Salt Lake City International
4375,SLE,44.9095,-123.0025,Salem, OR, McNary Field
4378,SLK,44.3853,-74.2062,Saranac Lake/Lake Placid, NY, Adirondack Regional
4381,SLN,38.791,-97.6522,Salina, KS, Salina Regional
4382,SLO,38.6429,-88.9642,Salem, IL, Salem/Leckrone
4384,SLQ,61.7005,-157.1659,Sleetmute, AK, Sleetmute Airport
4393,SME,37.0536,-84.6156,Somerset, KY, Lake Cumberland Regional
4394,SMF,38.6954,-121.5908,Sacramento, CA, Sacramento International
4396,SMK,63.4901,-162.1104,St. Michael, AK, St. Michael Airport
4398,SMN,45.1238,-113.8813,Salmon, ID, Lemhi County
4399,SMO,34.0158,-118.4512,Santa Monica, CA, Santa Monica Municipal
4403,SMT,-12.2822,-55.4008,Stone Mountain, GA, Stone Mountain Airport
4405,SMX,34.8989,-120.4574,Santa Maria, CA, Santa Maria Public/Capt. G. Allan Hancock Field
4406,SNA,33.6756,-117.8682,Santa Ana, CA, John Wayne Airport-Orange County
4416,SNP,57.1673,-170.2204,St. Paul, AK, St. Paul Island
4418,SNS,36.6628,-121.6064,Salinas/Monterey, CA, Salinas Municipal
4422,SNY,41.1013,-102.9853,Sidney, NE, Sidney Municipal/Lloyd W. Carr Field
4433,SOP,35.2374,-79.3912,Pinehurst/Southern Pines, NC, Moore County
4437,SOV,59.4424,-151.7041,Seldovia, AK, Seldovia Airport
4438,SOW,34.2655,-110.0057,Show Low, AZ, Show Low Regional
4442,SPB,18.3386,-64.9407,Charlotte Amalie, VI, Charlotte Amalie Harbor Seaplane Base
4445,SPI,39.844,-89.6778,Springfield, IL, Abraham Lincoln Capital
4448,SPN,15.119,145.7294,Saipan, TT, Francisco C. Ada Saipan International
4451,SPS,33.9888,-98.4919,Wichita Falls, TX, Sheppard AFB/Wichita Falls Municipal
4463,SRC,-32.3844,-65.1858,Searcy, AR, Searcy Municipal
4473,SRQ,27.3954,-82.5543,Sarasota/Bradenton, FL, Sarasota/Bradenton International
4475,SRV,61.7897,-156.5885,Stony River, AK, Stony River Airport
4480,SSB,17.7472,-64.7049,Christiansted, VI, Christiansted Harbor Seaplane Base
4481,SSC,33.9728,-80.4706,Sumter, SC, Shaw AFB
4485,SSI,31.1518,-81.3913,Brunswick, GA, McKinnon St Simons Island
4495,STC,45.5466,-94.0599,St. Cloud, MN, St. Cloud Regional
4497,STG,56.5774,-169.6637,St. George Island, AK, St. George Island Airport
4499,STJ,39.7719,-94.9097,St. Joseph, MO, Rosecrans Memorial
4500,STL,38.7487,-90.37,St. Louis, MO, Lambert-St. Louis International
4503,STP,44.9344,-93.06,Minneapolis/St. Paul, MN, St. Paul Downtown Holman Field
4505,STS,38.509,-122.8129,Santa Rosa, CA, Charles M. Schulz - Sonoma County
4506,STT,18.3373,-64.9733,Charlotte Amalie, VI, Cyril E King
4509,STX,17.7018,-64.7985,Christiansted, VI, Henry E. Rohlsen
4517,SUN,43.5044,-114.2962,Sun Valley/Hailey/Ketchum, ID, Friedman Memorial
4520,SUS,38.6617,-90.6511,St. Louis, MO, Spirit of St. Louis
4521,SUU,38.2633,-121.925,Fairfield, CA, Travis AFB
4523,SUX,42.4026,-96.3844,Sioux City, IA, Sioux Gateway/Col. Bud Day Field
4525,SVA,63.6864,-170.4926,Savoonga, AK, Savoonga Airport
4527,SVC,32.6365,-108.1564,Silver City/Hurley, NM, Grant County
4535,SVN,32.01,-81.1457,Savannah, GA, Hunter AAF
4540,SVS,66.0171,-149.0544,Stevens Village, AK, Stevens Village Airport
4546,SWF,41.5041,-74.1048,Newburgh/Poughkeepsie, NY, Stewart International
4550,SWO,36.094,-97.0508,Stillwater, OK, Stillwater Regional
4567,SXP,62.5206,-164.8478,Sheldon Point, AK, Sheldon Point Airport
4572,SYA,52.7123,174.1137,Shemya, AK, Eareckson AS
4573,SYB,58.1667,-152.5,Seal Bay, AK, Seal Bay Airport
4579,SYR,43.1112,-76.1063,Syracuse, NY, Syracuse Hancock International
4608,TAL,65.1743,-152.1093,Tanana, AK, Ralph M Calhoun Memorial
4622,TBN,37.7416,-92.1407,Fort Leonard Wood, MO, Waynesville-St. Robert Regional Forney Field
4633,TCC,35.1828,-103.6032,Tucumcari, NM, Tucumcari Municipal
4638,TCL,33.2206,-87.6114,Tuscaloosa, AL, Tuscaloosa Regional
4639,TCM,47.1377,-122.4765,Tacoma, WA, McChord Field
4644,TCS,33.2369,-107.2718,Truth Or Consequences, NM, Truth Or Consequences Municipal
4645,TCT,62.9927,-156.0682,Takotna, AK, Takotna Airport
4651,TDF,36.2849,-78.9842,Roxboro, NC, Person County
4656,TEB,40.8501,-74.0608,Teterboro, NJ, Teterboro Airport
4667,TEX,37.9564,-107.9142,Telluride, CO, Telluride Regional
4711,TIK,35.4147,-97.3867,Oklahoma City, OK, Tinker AFB
4715,TIQ,14.9992,145.6194,Tinian, TT, Tinian International
4720,TIW,47.2679,-122.5781,Tacoma, WA, Tacoma Narrows
4721,TIX,28.5148,-80.7992,Titusville, FL, Space Coast Regional
4732,TKA,62.3205,-150.0937,Talkeetna, AK, Talkeetna Airport
4734,TKE,57.7797,-135.2184,Tenakee, AK, Tenakee Airport
4735,TKF,39.32,-120.1396,Truckee, CA, Truckee Tahoe
4738,TKJ,63.2955,-143.0061,Tok, AK, Tok Junction
4749,TLA,65.2404,-166.3393,Teller, AK, Teller Airport
4752,TLH,30.3965,-84.3503,Tallahassee, FL, Tallahassee International
4754,TLJ,62.9012,-155.9935,Tatalina, AK, Tatalina LRRS
4755,TLK,59.5235,111.024,Tikchik Lodge, AK, Tikchik Lodge Airport
4761,TLT,61.0968,-160.9695,Tuluksak, AK, Tuluksak Airport
4765,TMB,25.6478,-80.4328,Miami, FL, Miami Executive
4783,TNC,65.5632,-167.9217,Tin City, AK, Tin City LRRS
4790,TNK,60.5755,-165.2716,Tununak, AK, Tununak Airport
4798,TOA,33.8034,-118.3396,Torrance, CA, Zamperini Field
4803,TOG,59.0536,-160.3969,Togiak, AK, Togiak Airport
